id,name,category,subcategory,price,emoji,badge,image,description,visible,inStock
"rb-drn-c03","Agricultural Spray Drone 10L","drone","drone","250000","📦","","","10L tank hexacopter for precision crop spraying. 15-min per 10 acres coverage.","TRUE","TRUE"
"rb-drn-p01","A2212 1000KV Brushless Motor","drone","drone","599","📦","","","2212 1000KV brushless outrunner for 450-class quads. 250W, fits 10-inch props.","TRUE","TRUE"
"rb-drn-p02","A2212 2200KV Brushless Motor","drone","drone","599","📦","","","2212 2200KV brushless motor for 250mm racers and 330-class quads.","TRUE","TRUE"
"rb-drn-p03","30A Brushless ESC","drone","drone","399","📦","","","30A UBEC ESC with BEC output, compatible with most 2-4S LiPo packs.","TRUE","TRUE"
"rb-drn-p04","FlySky FS-i6X 10CH Transmitter + Receiver","drone","drone","3499","📦","","","10-channel 2.4GHz digital transmitter with FS-iA10B receiver for RC aircraft.","TRUE","TRUE"
"rb-drn-p05","Flight Controller F405 Wing","drone","drone","2999","📦","","","F405-based FC with OSD, barometer, and BEC. For fixed-wing and quad builds.","TRUE","TRUE"
"rb-drn-p06","LiPo Battery 3S 2200mAh 25C","drone","drone","1299","📦","","","3S 11.1V 2200mAh 25C LiPo. Standard battery for 450-class quadcopters.","TRUE","TRUE"
"rb-drn-p07","LiPo Battery 4S 1500mAh 50C","drone","drone","1499","📦","","","4S 14.8V 1500mAh 50C LiPo. For 5-inch FPV racing drones.","TRUE","TRUE"
"rb-drn-p08","1045 Propeller Set (2CW + 2CCW)","drone","drone","199","📦","","","10-inch 4.5-pitch carbon propellers for 450-class frames. One set of 4.","TRUE","TRUE"
"rb-drn-p09","5045 Tri-Blade FPV Propeller Set","drone","drone","249","📦","","","5-inch 3-blade FPV racing propellers. One set of 4 (2CW + 2CCW).","TRUE","TRUE"
"rb-drn-p10","GPS Module M8N with Compass","drone","drone","1499","📦","","","u-blox M8N GPS + HMC5883L compass on a pole mount for ArduPilot/PX4.","TRUE","TRUE"
"rb-prt-b01","Breadboard 830 Tie Points","proto","prototyping","199","📦","","","Full-size 830-point solderless breadboard with binding posts. Standard for prototyping.","TRUE","TRUE"
